date,type,operator,fatalities,country,cat,year
,SNCASO S.O.94R Corse II,French Navy,0.0,France,A1,
,Super Avia 14,Balkan Bulgarian,,Bulgaria,A1,
,Yakovlev Yak-40EC,Weasua Air Transport,,Liberia,U1,
1919-08-02,Caproni Ca.48,Caproni,14.0,Italy,A1,1919
1919-08-11,Felixstowe Fury,RAF,1.0,U.K.,A1,1919
1920-02-23,Handley Page O/7,Handley Page Transport,0.0,South Africa,A1,1920
1920-02-25,Handley Page O/400,Handley Page Transport,0.0,Sudan,A1,1920
1920-06-30,Handley Page O/400,Handley Page Transport,0.0,Sweden,A1,1920
1920-12-14,Handley Page O/400,Handley Page Transport,4.0,U.K.,A1,1920
1921-01-15,Aeromarine 75,Aeromarine Airways,0.0,Cuba,O1,1921
1921-03-02,Handley Page O/7,HP Indo-Burmese Transport,0.0,India,O1,1921
1921-03-04,Caproni Ca.60 Noviplano,Caproni,0.0,Italy,A1,1921
1921-08-26,Farman F.60 Goliath,SNETA,2.0,France,A1,1921
1921-09-27,Farman F.60 Goliath,SNETA,0.0,Belgium,O1,1921
1921-09-27,Farman F.60 Goliath,SNETA,0.0,Belgium,O1,1921
1921-12-30,Handley Page O/10,Handley Page Transport,,France,U1,1921
1922-01-22,Handley Page O/10,Handley Page Transport,0.0,France,A1,1922
1922-03-31,Handley Page O/7,Chinese Government,14.0,China,A1,1922
1922-04-07,Farman F.60 Goliath,Grands Express AÃ©riens,5.0,France,A1,1922
1923-01-13,Aeromarine 75,Aeromarine Airways,4.0,Atlantic Ocean,A1,1923
1923-05-14,Farman F.60 Goliath,Air Union,6.0,France,A1,1923
1923-06-25,Farman F.60 Goliath,Air Union,0.0,France,A1,1923
1923-07-10,Handley Page W.8,Handley Page Transport,0.0,France,A1,1923
1923-07-15,Farman F.60 Goliath,Compagnie AÃ©rienne FranÃ§aise,0.0,France,A1,1923
1923-08-27,Farman F.60 Goliath,Air Union,1.0,U.K.,A1,1923
1923-12-03,Farman F.60 Goliath,Air Union,,U.K.,A1,1923
,Aeromarine 75,Aeromarine Airways,0.0,Cuba,O1,1923
1924-01-22,Farman F.60 Goliath,Air Union,,U.K.,A1,1924
1924-08-06,Farman F.60 Goliath,Air Union,0.0,U.K.,A2,1924
1924-08-24,Farman F.61 Goliath,SGTA,0.0,Netherlands,A1,1924
1925-10-16,Farman F.60 Goliath,Air Union,3.0,U.K.,A1,1925
1925-11-14,Farman F.60 Goliath,Air Union,0.0,France,A2,1925
1926-08-18,BlÃ©riot 155,Air Union,4.0,U.K.,A1,1926
1926-10-02,BlÃ©riot 155,Air Union,7.0,U.K.,A1,1926
1926-10-21,Handley Page W.10,Imperial Airways,0.0,U.K.,A1,1926
1926-11-20,Junkers G.24,Deutsche Lufthansa,,Germany,A1,1926
1927-05-05,Farman F.61 Goliath,SGTA,2.0,Atlantic Ocean,A1,1927
1927-08-22,Fokker F.VIII,KLM,1.0,U.K.,A1,1927
1928-02-15,Handley Page W.8b,Imperial Airways,0.0,France,A1,1928
1928-03-11,Farman F.60 Goliath,Air Union,2.0,U.K.,A1,1928
1928-04-11,Fokker F.VIII,KLM,0.0,Netherlands,A1,1928
1928-04-19,Junkers G.24,Deutsche Lufthansa,0.0,Germany,A1,1928
1928-05-12,Ford 4-AT-A Tri-Motor,Ford Air Freight Lines,2.0,USA,A1,1928
1928-05-23,Farman F.63bis Goliath,SGTA,3.0,Germany,A1,1928
1928-08-25,Ford 4-AT-B Tri-Motor,British Columbia Airways,7.0,USA,A1,1928
1928-09-25,Junkers G.31de,Deutsche Lufthansa,0.0,Germany,A1,1928
1928-10-13,Ford 4-AT-A Tri-Motor,Stout Air Services,0.0,USA,A1,1928
1928-11-23,Ford 4-AT-B Tri-Motor,Spokane Airways,3.0,USA,A1,1928
1928-12-01,Ford 4-AT-C Tri-Motor,Sunbeam Air Transport Co.,5.0,USA,A1,1928
1928-12-11,Junkers G.31fi,Deutsche Lufthansa,3.0,Germany,A1,1928
1928-12-22,Ford 4-AT-A Tri-Motor,Texaco,0.0,USA,A1,1928
,Junkers G.31ce,Deutsche Lufthansa,,Germany,A1,1928
1929-01-16,Ford 4-AT-A Tri-Motor,Stout Air Services,0.0,USA,A1,1929
,Junkers G.24,Deutsche Lufthansa,,France,A1,1929
1929-03-17,Ford 4-AT-B Tri-Motor,Colonial Western Airlines,14.0,USA,A1,1929
1929-03-19,Ford 5-AT-B Tri-Motor,Ford Motor Company,4.0,USA,A1,1929
1929-04-12,Dornier Do R4 Superwal,SANA,0.0,Italy,O1,1929
1929-04-21,Ford 5-AT-B Tri-Motor,Maddux Airlines,6.0,USA,A1,1929
1929-05-16,Vickers 170 Vanguard,Vickers-Armstrongs,2.0,U.K.,A1,1929
1929-05-19,Farman F.63bis Goliath,Air Union,0.0,U.K.,A1,1929
1929-06-02,Fokker F.10A,Western Air Express,0.0,USA,O1,1929
1929-06-13,Fokker F.10A,Pan Am,2.0,Cuba,A1,1929
1929-06-17,Handley Page W.10,Imperial Airways,7.0,U.K.,A1,1929
1929-06-24,Ford 5-AT-A Tri-Motor,Northwest Airways,1.0,USA,A1,1929
1929-08-29,Junkers G.24li,AB Aerotransport,0.0,Germany,A1,1929
1929-09-03,Ford 5-AT-B Tri-Motor,Transcontinental Air Transport - TAT,8.0,USA,A1,1929
1929-09-06,DH.66 Hercules,Imperial Airways,3.0,Iran,A1,1929
1929-09-10,Rohrbach Ro X Romar I,Deutsche Lufthansa,0.0,Germany,A1,1929
1929-10-19,Sabca (Handley Page) W.8B,Sabena,0.0,Belgium,A1,1929
1929-10-26,Short S.8/1 Calcutta,Imperial Airways,7.0,Italy,A1,1929
,Farman F.63bis Goliath,SGTA,,,U1,1929
1929-11-06,Junkers G.24bi,Deutsche Lufthansa,7.0,U.K.,A1,1929
1929-11-18,Rohrbach Ro X Romar I,Deutsche Lufthansa,0.0,Germany,A1,1929
1929-11-27,Fokker F.32,Fokker Aircraft Corp. of America,0.0,USA,A1,1929
1929-12-04,Curtiss B-2 Condor (Condor 18),USAAC,1.0,USA,A1,1929
1929-12-12,Farman F.180T,SGTA,0.0,France,O1,1929
1929-12-26,Fokker F.10,Western Air Express,0.0,USA,A1,1929
1930-01-19,Ford 5-AT-C Tri-Motor,Maddux Airlines,16.0,USA,A1,1930
1930-02-07,Junkers R-42 (G.24),Chilean AF,2.0,Chile,A1,1930
1930-02-08,Ford 4-AT-A Tri-Motor,Private,0.0,USA,A1,1930
1930-02-10,Farman F.63bis Goliath,Air Union,2.0,U.K.,A1,1930
1930-02-14,DH.66 Hercules,Imperial Airways,0.0,Israel,A1,1930
1930-02-23,Fokker F.10A,Western Air Express,3.0,USA,A1,1930
1930-03-02,Ford 4-AT-A Tri-Motor,NYRBA,0.0,Argentina,A1,1930
1930-04-08,Ford 5-AT-C Tri-Motor,Tri-Motor Safety Airways,,Argentina,A1,1930
1930-05-31,Handley Page W.9a Hampstead,Ellyou Goldfields Development,,P.N. Guinea,A1,1930
1930-06-05,Ford 5-AT-B Tri-Motor,Colonial Air Transport,1.0,USA,A1,1930
1930-06-25,Ford 5-AT-A Tri-Motor,Northwest Airways,0.0,USA,O1,1930
1930-06-25,Fokker F.10A,Universal Airlines,0.0,USA,O1,1930
1930-06-25,Fokker F.10A,Universal Airlines,0.0,USA,O1,1930
1930-06-25,Fokker F.10A,Universal Airlines,0.0,USA,O1,1930
1930-06-25,Fokker F.10A,Universal Airlines,0.0,USA,O1,1930
1930-06-25,Fokker F.10,Shell Oil,0.0,USA,O1,1930
1930-06-25,Fokker F.10,Northern Airlines,0.0,USA,O1,1930
1930-07-09,Farman F.63bis Goliath,SGTA,1.0,Netherlands,A1,1930
1930-07-12,Curtiss Condor 18,Curtiss,,USA,A1,1930
1930-08-04,Ford JR-3 (5-AT-C) Tri-Motor,USMC,0.0,Nicaragua,A1,1930
1930-08-22,Ford 5-AT-C Tri-Motor,CSA,12.0,Czech Rep.,A1,1930
1930-09-03,Fokker F.10A,Pan Am,0.0,Dominican Rep.,O1,1930
1930-10-30,Handley Page W.8g,Imperial Airways,3.0,France,A1,1930
1930-11-07,Junkers G.24,Syndicato Condor,1.0,Brazil,A1,1930
1930-11-21,Ford 4-AT-B Tri-Motor,Curtiss-Wright Flying Service,0.0,USA,O1,1930
1930-11-21,Dornier Do R4 Superwal,SANA,6.0,Mediterranean Sea,A1,1930
1930-11-22,Fokker F.10A,Southern Air Fast Express,,USA,U1,1930
1930-11-24,Ford 5-AT-C Tri-Motor,Ford Motor Company,2.0,USA,A1,1930
1930-12-20,Ford 4-AT-E Tri-Motor,Pittsburgh Airways,,USA,A1,1930
1930-12-22,Fokker F.10,Western Air Express,0.0,USA,A1,1930
,Junkers JuG-1W (G.24),Soviet AF,,Russia,A1,1930
1931-01-27,Ford 5-AT-B Tri-Motor,TWA,0.0,USA,A1,1931
1931-02-21,Ford Tri-Motor,Panagra,0.0,Peru,H2,1931
1931-03-31,Fokker F.10A,TWA,8.0,USA,A1,1931
1931-04-01,Ford 5-AT-C Tri-Motor,Panagra,0.0,Chile,A1,1931
1931-04-17,Ford 5-AT-C Tri-Motor,Private,0.0,India,A1,1931
1931-04-18,Junkers F.24ko (G.24),Deutsche Lufthansa,0.0,France,A2,1931
1931-04-19,DH.66 Hercules,Imperial Airways,0.0,Indonesia,A1,1931
1931-04-22,A.W. Argosy II,Imperial Airways,0.0,U.K.,A1,1931
1931-04-29,Ford 5-AT-C Tri-Motor,National Air Transport,0.0,USA,A1,1931
1931-06-11,Junkers G.24,AB Aerotransport,0.0,Sweden,O1,1931
1931-06-16,A.W. Argosy IA,Imperial Airways,0.0,Egypt,A1,1931
1931-08-04,Fokker F.IX,KLM,0.0,Netherlands,A1,1931
1931-08-07,Fokker F.10A,Mexicana,,USA,A1,1931
1931-08-09,Ford 5-AT-B Tri-Motor,American Airways,6.0,USA,A1,1931
1931-08-19,Ford 5-AT-B Tri-Motor,TWA,0.0,USA,A1,1931
1931-08-27,Sikorsky S.41B,Boston-Maine Airways,1.0,USA,A1,1931
1931-09-19,Ford XB-906 (Tri-Motor),Ford Motor Company,2.0,USA,A1,1931
1931-10-27,Ford 5-AT-C Tri-Motor,National Air Transport,0.0,USA,A1,1931
1931-12-19,Ford 4-AT-E Tri-Motor,TWA,1.0,USA,A1,1931
1932-02-08,Fokker F.10A,Transamerican Airlines,,USA,O1,1932
1932-03-15,Ford 4-AT-B Tri-Motor,Skyway,0.0,USA,O1,1932
1932-03-19,Fokker F.10A,American Airways,7.0,USA,A1,1932
1932-06-27,Junkers PS-5 (G.24),Dobrolet,,Russia,A1,1932
1932-07-10,Boeing 80A,Boeing Air Transport,0.0,USA,A1,1932
1932-07-16,Ford 5-AT-C Tri-Motor,Panagra,9.0,Chile,A1,1932
1932-07-29,Junkers Ju-52/3mce,Deutsche Lufthansa,0.0,Germany,A2,1932
1932-08-31,Junkers G.24,AB Aerotransport,2.0,Netherlands,A1,1932
1932-09-08,Fokker F.10A,American Airways,3.0,USA,A1,1932
1932-09-17,LiorÃ© et Olivier 212,Air Union,1.0,U.K.,A1,1932
1932-10-02,Ford 5-AT-B Tri-Motor,Pan Am,0.0,Honduras,A1,1932
1932-10-26,Ford 5-AT-D Tri-Motor,LAB,2.0,Bolivia,A1,1932
1932-12-11,Fokker F.10A,Western Air Express,,USA,U1,1932
1932-12-14,Ford 5-AT-B Tri-Motor,TWA,2.0,USA,A1,1932
1933-01-13,LiorÃ© et Olivier 213,Air Union,0.0,France,A1,1933
1933-01-14,Curtiss Condor 18,Eastern Air Transport,2.0,USA,A1,1933
1933-01-24,Ford 5-AT-D Tri-Motor,Pacific Air Transport,2.0,USA,A1,1933
1933-02-10,Ford 5-AT-B Tri-Motor,TWA,0.0,USA,A1,1933
1933-03-22,Ford JR-3 (5-AT-C) Tri-Motor,USMC,0.0,USA,A1,1933
1933-03-28,A.W. Argosy II,Imperial Airways,15.0,Belgium,A1,1933
1933-03-31,Ford 4-AT-B Tri-Motor,Private,7.0,USA,A1,1933
1933-05-27,Junkers Ju-52/1mcai,RDL,,Germany,A1,1933
1933-06-02,Ford 4-AT-E Tri-Motor,Plane Speaker Corporation,0.0,USA,O1,1933
1933-08-11,Dornier Do R4 Superwal,SANA,0.0,Spain,A1,1933
1933-08-13,Junkers PS-5 (G.24),Dobrolet,,Russia,U1,1933
1933-08-29,Ford 5-AT-B Tri-Motor,TWA,5.0,USA,A1,1933
1933-09-21,Curtiss T-32 Condor II,Eastern Air Transport,0.0,USA,A1,1933
1933-10-18,Ford 4-AT-B Tri-Motor,Private,3.0,Nicaragua,A1,1933
1933-11-16,LiorÃ© et Olivier 213,Air France,0.0,France,A1,1933
1933-11-21,Kalinin K-7,Kalinin Design Bureau,15.0,Ukraine,A1,1933
1933-11-24,Fokker F.10A,AerovÃ­as Centrales,,Mexico,A1,1933
1934-01-15,Dewoitine D.332,Air France,10.0,France,A1,1934
1934-03-05,Ford 4-AT-B Tri-Motor,Morgan Air Lines,1.0,Honduras,A1,1934
1934-03-10,Junkers F.24k2ay (G.24),Deutsche Lufthansa,,Poland,A1,1934
1934-03-22,Ford 5-AT-C Tri-Motor,Panagra,4.0,Peru,A1,1934
1934-05-31,LiorÃ© et Olivier 213,Air France,2.0,U.K.,A1,1934
1934-06-09,Curtiss T-32 Condor II,American Airways,7.0,USA,A1,1934
1934-06-11,Ford C-4A (5-AT-D) Tri-Motor,USAAC,0.0,USA,A1,1934
1934-06-11,Ford 5-AT-C Tri-Motor,Panagra,5.0,Argentina,A1,1934
1934-06-23,Ford 4-AT-B Tri-Motor,Mulzer Flying Service,0.0,USA,O1,1934
1934-07-01,Ford 4-AT-D Tri-Motor,Private,0.0,USA,A1,1934
1934-07-27,Curtiss AT-32C Condor II,Swissair,12.0,Germany,A1,1934
1934-08-23,Junkers PS-5 (G.24),Dobrolet,,Russia,A1,1934
1934-09-02,Ford 5-AT-D Tri-Motor,Hanford's Tri-State Airlines,0.0,USA,A1,1934
1934-09-22,Handley Page W.10,National Aviation Displays,4.0,U.K.,A1,1934
1934-09-27,Fokker F.10A,Mexicana,,Mexico,A1,1934
1934-10-19,DH.86 Express,Holyman's Airways,11.0,Australia,A1,1934
1934-10-26,Ford 4-AT-E Tri-Motor,Ptarmigan Airlines,0.0,USA,A1,1934
1934-10-29,Ford 4-AT-.  Tri-Motor,TACA de Honduras,0.0,Honduras,O1,1934
1934-11-06,Junkers Ju-52/3mge,Deutsche Reichsbahn-Gesellschaft,5.0,Poland,A1,1934
1934-11-15,DH.86 Express,Qantas,4.0,Australia,A1,1934
1934-12-10,Ford 4-AT-E Tri-Motor,Cubana,4.0,Cuba,A1,1934
1934-12-19,Curtiss AT-32B Condor II,American Airways,0.0,USA,A1,1934
1934-12-20,Douglas DC-2-115A,KLM,7.0,Iraq,A1,1934
1934-12-28,Curtiss T-32C Condor II,American Airways,0.0,USA,A1,1934
,Ford 4-AT-B Tri-Motor,Private,0.0,Mexico,O1,1934
1935-01-23,Curtiss T-32 Condor II,Eastern Air Transport,,USA,A1,1935
1935-01-31,Junkers Ju-52/3mge,Deruluft,11.0,Poland,A1,1935
1935-04-06,Fokker F.XII,KLM,7.0,Germany,A1,1935
1935-04-16,Consolidated 16 Commodore,Pan Am,0.0,USA,O1,1935
1935-04-25,Junkers Ju-52/3mho,Deutsche Lufthansa,3.0,Germany,A1,1935
1935-04-28,Ford 4-AT-B Tri-Motor,Private,0.0,USA,A1,1935
1935-05-06,Douglas DC-2-112,TWA,5.0,USA,A1,1935
1935-05-07,Ford 4-AT-.  Tri-Motor,private,1.0,Guatemala,A1,1935
1935-05-18,Tupolev ANT-20 Maxim Gorky,Tupolev,44.0,Russia,A1,1935
1935-05-18,Ford 4-AT-E Tri-Motor,Knowles Flying Service,3.0,USA,A1,1935
1935-06-22,Savoia-Marchetti S-66,Ala Littoria,0.0,Malta,A1,1935
1935-06-24,Ford 5-AT-B Tri-Motor,SACO,10.0,Colombia,A1,1935
1935-06-24,Ford 5-AT-D Tri-Motor,SCADTA,7.0,Colombia,A1,1935
1935-07-09,Savoia-Marchetti S-66,Ala Littoria,0.0,Spain,A1,1935
1935-07-14,Fokker F.XXII,KLM,6.0,Netherlands,A1,1935
1935-07-17,Douglas DC-2-115E,KLM,0.0,Iran,A1,1935
1935-07-20,Douglas DC-2-115E,KLM,13.0,Switzerland,A1,1935
1935-07-22,Junkers Ju-52/3m,German AF,11.0,Germany,A1,1935
1935-07-27,Curtiss AT-32B Condor II,American Airways,0.0,USA,A1,1935
1935-08-03,Douglas DC-2-112,TWA,0.0,USA,A1,1935
1935-10-02,DH.86 Express,Holyman's Airways,5.0,Australia,A1,1935
1935-10-06,Douglas DC-2A-127,Standard Oil Company,3.0,USA,A1,1935
1935-10-21,Curtiss Condor 18,Chamberlin Flying Service,1.0,USA,A1,1935
1935-10-22,DH.86 Express,Imperial Airways,0.0,Austria,A1,1935
1935-10-24,Ford 5-AT-C Tri-Motor,Private,0.0,China,C1,1935
1935-10-25,Boulton Paul P.71A,Imperial Airways,0.0,Belgium,A1,1935
1935-11-07,Savoia-Marchetti S.73P,Sabena,0.0,U.K.,A1,1935
1935-11-09,Ford 5-AT-.  Tri-Motor,TACA de Honduras,0.0,Honduras,A1,1935
1935-11-09,Short S.17 Kent,Imperial Airways,0.0,Italy,O1,1935
1935-11-18,Junkers G.24he,Syndicato Condor,0.0,Brazil,A1,1935
1935-11-23,DH.66 Hercules,Imperial Airways,,Uganda,A1,1935
1935-12-10,Savoia-Marchetti S.73,Sabena,11.0,U.K.,A1,1935
1935-12-10,Potez 62,Air France,0.0,France,A1,1935
1935-12-24,Ford 5-AT-D Tri-Motor,Panagra,4.0,Peru,A1,1935
1935-12-31,Short S.8 Calcutta,Imperial Airways,12.0,Egypt,A1,1935
1936-01-14,Douglas DC-2-120,American Airlines,17.0,USA,A1,1936
1936-01-14,Junkers Ju-52/3m,Colombian AF,13.0,Colombia,A1,1936
1936-01-17,Junkers Ju-52/3mce,LAB,13.0,Bolivia,A1,1936
1936-02-28,Douglas DC-2-115B,Swissair,0.0,Switzerland,A1,1936
1936-03-05,Ford 5-AT-D Tri-Motor,CNAC,0.0,China,A1,1936
1936-03-16,Junkers Ju-52/3m,ÃLAG,0.0,Austria,A1,1936
1936-03-26,Ford 5-AT-B Tri-Motor,Mexicana,14.0,Mexico,A1,1936
1936-03-31,Ford 5-AT-D Tri-Motor,CNAC,0.0,China,A1,1936
1936-04-07,Douglas DC-2-112,TWA,12.0,USA,A1,1936
1936-04-11,Sikorsky S-42,Pan Am,3.0,Trinidad & Tobago,A2,1936
1936-04-17,Junkers Ju-52/3m,Deutsche Lufthansa,3.0,Switzerland,A1,1936
1936-04-20,Douglas DC-2-115K,CLS,0.0,Netherlands,A1,1936
1936-05-08,LiorÃ©-et-Olivier H.242/1,Air France,0.0,Mediterranean Sea,A1,1936
1936-05-31,Douglas DC-2-172,TWA,0.0,USA,A1,1936
,Junkers G.31fo,Reichsluftfahrtministerium,,Germany,A1,1936
1936-06-09,Fokker F.XXII,AB Aerotransport,2.0,Sweden,A1,1936
1936-06-16,Junkers Ju-52/3m,DNL,7.0,Norway,A1,1936
1936-07-07,Vickers Valentia,RAF,7.0,Egypt,A1,1936
1936-07-09,Curtiss Condor 18,Chamberlin Flying Service,0.0,USA,O1,1936
1936-07-20,Junkers Ju-52/3m,German AF,2.0,Germany,A1,1936
1936-07-26,Junkers G.38di,Deutsche Lufthansa,0.0,Germany,A1,1936
1936-07-29,Curtiss T-32C Condor II,LAN Chile,0.0,Chile,A1,1936
1936-08-08,Ford 4-AT-B Tri-Motor,Private,0.0,USA,A1,1936
1936-08-12,DH.86 Express,British Airways,2.0,Germany,A1,1936
1936-08-13,Curtiss AT-32A Condor II,American Airlines,0.0,USA,A1,1936
1936-08-15,Fokker F.XII,AviaciÃ³n Nacional,2.0,France,A1,1936
1936-08-16,Fokker F.XII,AviaciÃ³n Nacional,0.0,France,A1,1936
1936-08-22,Short S.17 Kent,Imperial Airways,2.0,Greece,A1,1936
1936-09-15,DH.86A Express,British Airways,3.0,U.K.,A1,1936
1936-09-19,Junkers Ju-52/3mfe,Deutsche Lufthansa,,Germany,A1,1936
1936-09-24,CANT Z.506,Ala Littoria,9.0,Libya,A1,1936
1936-09-25,Boulton Paul P.71A,Imperial Airways,2.0,U.K.,A1,1936
1936-09-29,A.W. AW.15 Atalanta,Imperial Airways,0.0,India,O1,1936
1936-10-10,Douglas DC-2-118B,Panagra,3.0,Guatemala,A1,1936
1936-11-01,Junkers Ju-52/3mge,Deutsche Lufthansa,10.0,Germany,A1,1936
1936-11-04,Junkers Ju-52/3mge,HISMA,,Spain,C1,1936
1936-11-05,Junkers Ju-52/3m,HISMA,,Spain,C1,1936
1936-11-17,Junkers Ju-52/3mge,Deutsche Lufthansa,4.0,Germany,A1,1936
1936-11-19,Fokker F.XII,British Airways,2.0,U.K.,A1,1936
1936-11-25,Junkers Ju-52/3m,HISMA,,Spain,C1,1936
1936-11-28,Junkers Ju-52/3m,Deutsche Lufthansa,0.0,Germany,A1,1936
1936-12-03,Junkers Ju-52/3m,Deutsche Lufthansa,6.0,France,A1,1936
1936-12-08,Junkers Ju-52/3m,Condor Legion,4.0,Spain,A1,1936
1936-12-09,Douglas DC-2-115E,KLM,15.0,U.K.,A1,1936
1936-12-16,Fokker F.XII,AviaciÃ³n Nacional,0.0,Spain,A1,1936
1936-12-19,Douglas DC-2-112,"North American Aviation, op.for Eastern Air Lines",0.0,USA,A1,1936
1936-12-25,Douglas DC-2-118A,CNAC,,China,A1,1936
1936-12-28,Short S.8 Calcutta,Imperial Airways,0.0,Greece,O1,1936
1936-12-28,Douglas DC-2-118B,CNAC,,China,A2,1936
,Curtiss AT-32C Condor II,CÃ³ndor Peruana de AviaciÃ³n,,Peru,A1,1936
1937-01-03,Junkers Ju-52/3m,HISMA,,Spain,U1,1937
1937-01-20,Ford 5-AT-C Tri-Motor,DePonti Aviation Company,0.0,USA,O1,1937
1937-01-26,Sabca Savoia-Marchetti S.73P,Sabena,12.0,Algeria,A1,1937
1937-02-09,Douglas DC-3A-197,United Airlines,11.0,USA,A1,1937
1937-02-16,Junkers Ju-52/3m,HISMA,,Spain,C1,1937
1937-02-18,Douglas DC-2-112,Eastern Air Lines,0.0,USA,A1,1937
1937-03-13,Junkers Ju-52/3m,HISMA,,Spain,C1,1937
1937-03-16,DH.86 Express,Imperial Airways,3.0,Germany,A1,1937
1937-03-24,Short S.23 Empire Flying Boat Mk I,Imperial Airways,5.0,France,A1,1937
1937-03-25,Douglas DC-2-112,TWA,13.0,USA,A1,1937
,Douglas DC-2-115B,LAPE,,Spain,A1,1937
,Douglas DC-2-115B,LAPE,,,U1,1937
1937-04-01,Ford 5-AT-C Tri-Motor,Star Air Service,0.0,USA,A1,1937
1937-04-03,Douglas DC-3-194B,KLM,8.0,USA,A1,1937
1937-04-06,Douglas DC-2-115M,LAPE,0.0,Spain,C1,1937
1937-04-06,Junkers Ju-52/3mg3e,German AF,,Germany,A1,1937
1937-05-07,Douglas C-33 (DC-2),USAAC,0.0,USA,A1,1937
1937-05-29,Ford 4-AT-B Tri-Motor,Private,0.0,USA,A1,1937
1937-05-31,Handley Page HP.42E,Imperial Airways,0.0,Pakistan,O1,1937
1937-06-02,Sikorsky S-43,Chilean AF,9.0,Chile,A1,1937
1937-06-16,Junkers Ju-52/3msai,South African Airways,1.0,South Africa,A1,1937
1937-07-26,Junkers Ju-52/3m,HISMA,,Spain,A1,1937
1937-07-28,Douglas DC-2-115L,KLM,15.0,Belgium,A1,1937
1937-08-01,Junkers Ju-52/3m,Eurasia,,China,A1,1937
1937-08-02,Sikorsky S-43B,Panagra,14.0,Panama,A1,1937
1937-08-02,Savoia-Marchetti S.73,Ala Littoria,9.0,Sudan,A1,1937
1937-08-06,Douglas DC-2-152,"Aeroflot, International",6.0,Romania,A1,1937
1937-08-08,Sikorsky S-43W,CNAC,3.0,China,A1,1937
1937-08-10,Douglas DC-2-112,Eastern Air Lines,4.0,USA,A1,1937
1937-08-14,Junkers Ju-52/3m,HISMA,,Spain,U1,1937
1937-08-21,Ford 5-AT-C Tri-Motor,Republic Oil Co.,0.0,USA,A1,1937
1937-08-23,Douglas DC-2-118A,Panagra,3.0,Argentina,A1,1937
1937-09-14,Junkers Ju-52/3m,HISMA,,Spain,C1,1937
1937-09-27,Curtiss T-32C Condor II,Private,0.0,USA,O1,1937
1937-09-27,Curtiss AT-32B Condor II,American Airlines,0.0,USA,O1,1937
1937-09-27,Curtiss AT-32D Condor II,American Airlines,0.0,USA,O1,1937
1937-09-28,Ford 5-AT-B Tri-Motor,TACA Guatemala,,Nicaragua,A1,1937
1937-10-01,Short S.23 Empire Flying Boat Mk I,Imperial Airways,3.0,Greece,A1,1937
1937-10-06,Douglas DC-3-194B,KLM,4.0,Indonesia,A1,1937
1937-10-15,Junkers Ju-52/3m,HISMA,,Spain,U1,1937
1937-10-17,Douglas DC-3A-197,United Airlines,19.0,USA,A1,1937
1937-10-25,Junkers Ju-52/3m,German AF,,Germany,A1,1937
1937-10-27,Dewoitine D.333,Air France,6.0,Morocco,A1,1937
1937-11-16,Junkers Ju-52/3mge,Sabena,11.0,Belgium,A1,1937
1937-11-23,Douglas DC-2-115D,LOT,6.0,Bulgaria,A1,1937
1937-11-26,Junkers Ju-52/3mfe,Deutsche Lufthansa,3.0,U.K.,A1,1937
,Junkers Ju-52/3mge,DVL,,Germany,A1,1937
1937-12-03,Junkers Ju-52/3mte,Deutsche Lufthansa,1.0,Germany,A1,1937
1937-12-05,Short S.23 Empire Flying Boat Mk I,Imperial Airways,2.0,Italy,A1,1937
1937-12-08,Potez 621,Air France,2.0,France,A1,1937
1937-12-15,Junkers Ju-52/3mce,LAB,8.0,Bolivia,A1,1937
1938-01-04,Junkers Ju-52/3mte,Deutsche Lufthansa,6.0,Germany,A1,1938
1938-01-10,Lockheed 14-H Super Electra,Northwest Airlines,10.0,USA,A1,1938
1938-01-11,Sikorsky S-42B,Pan Am,7.0,Pacific Ocean,A1,1938
1938-01-13,Junkers Ju-52/3m,AviaciÃ³n Nacional,,Spain,A1,1938
1938-02-02,Consolidated PBY-2 Catalina,US Navy,3.0,USA,A1,1938
1938-02-02,Consolidated PBY-2 Catalina,US Navy,7.0,USA,A1,1938
1938-02-07,Junkers Ju-90V1,Junkers,1.0,Germany,A1,1938
1938-02-09,LiorÃ©-et-Olivier H.242/1,Air France,7.0,France,A1,1938
1938-02-13,CANT Z.506,Ala Littoria,14.0,Mediterranean Sea,A1,1938
1938-02-22,Junkers Ju-52/3mge,Deutsche Lufthansa,3.0,France,A1,1938
,Fokker F.XX,LAPE,,Spain,U1,1938
1938-03-01,Douglas DC-2-112,TWA,9.0,USA,A1,1938
1938-03-07,Potez 62,Air France,7.0,India,A1,1938
1938-03-17,Tupolev G-2,Polyarnaya Aviatsiya,0.0,Russia,A1,1938
1938-03-23,Dewoitine D.338,Air France,8.0,France,A1,1938
1938-03-28,WM Fokker F.VIIIb,Malert,,Hungary,A1,1938
1938-03-30,Junkers Ju-52/3m,Ala Littoria,0.0,Italy,A1,1938
1938-04-25,Sikorsky S-43B,Pan Am,0.0,Jamaica,A1,1938
1938-04-30,Savoia-Marchetti S.73,Ala Littoria,19.0,Italy,A1,1938
1938-05-10,Ford 5-AT-C Tri-Motor,LAN Chile,0.0,Chile,A1,1938
1938-05-13,Ford 5-AT-DS Tri-Motor,SCADTA,0.0,Colombia,A1,1938
1938-05-16,Lockheed 14-H2 Super Electra,Northwest Airlines,9.0,USA,A1,1938
1938-05-22,Curtiss T-32C Condor II,LAN Chile,,Chile,A1,1938
1938-05-22,Junkers Ju-52/3mge,Syndicato Condor,6.0,Brazil,A1,1938
